Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
3490	-115497	-115502	4.89039	0.06891265	0.01666576	0.05224689	0.01666576
3500	-115497	-115502	4.88371	0.07071647	0.01894464	0.05177183	0.01894464
3510	-115497	-115502	4.88115	0.07104637	0.01911571	0.05193066	0.01911571
3520	-115497	-115502	4.88294	0.07074272	0.01866172	0.052081	0.01866172
3530	-115497	-115502	4.88799	0.07003088	0.01824454	0.05178634	0.01824454
3540	-115499	-115504	4.87145	0.0719619	0.01859644	0.05336545	0.01859644
3550	-115499	-115504	4.8624	0.07295444	0.02207802	0.05087642	0.02207802
3560	-115498	-115502	4.87605	0.07170122	0.02024523	0.05145599	0.02024523
3570	-115497	-115502	4.8826	0.07081006	0.01877203	0.05203804	0.01877203
3580	-115497	-115502	4.88113	0.07092473	0.01857968	0.05234505	0.01857968
3590	-115497	-115502	4.8896	0.06942932	0.017319	0.05211031	0.017319
3600	-115498	-115503	4.87225	0.07210074	0.02077497	0.05132577	0.02077497
3610	-115498	-115503	4.87565	0.07171788	0.01938584	0.05233204	0.01938584
3620	-115497	-115502	4.88118	0.07102963	0.01903882	0.05199081	0.01903882
3630	-115497	-115502	4.88327	0.06957043	0.01651568	0.05305475	0.01651568
3640	-115499	-115504	4.89572	0.06862368	0.01717925	0.05144443	0.01717925
3650	-115497	-115502	4.88156	0.07099212	0.01907567	0.05191645	0.01907567
3660	-115499	-115504	4.87041	0.07232719	0.01961189	0.05271529	0.01961189
3670	-115498	-115503	4.86746	0.06863682	0.01430978	0.05432704	0.01430978
3680	-115497	-115502	4.88337	0.06980562	0.01683946	0.05296616	0.01683946
3690	-115498	-115502	4.87571	0.07171433	0.01940511	0.05230922	0.01940511
3700	-115497	-115502	4.87994	0.07112609	0.01882883	0.05229726	0.01882883
3710	-115498	-115503	4.86988	0.06791499	0.01399289	0.0539221	0.01399289
3720	-115497	-115502	4.88185	0.07066964	0.01808655	0.05258309	0.01808655
3730	-115497	-115502	4.89024	0.06898692	0.01674452	0.0522424	0.01674452
3740	-115497	-115502	4.88445	0.07050984	0.01845285	0.05205699	0.01845285
3750	-115501	-115505	4.8646	0.07220504	0.02274716	0.04945788	0.02274716
3760	-115498	-115503	4.87702	0.0703624	0.01671333	0.05364907	0.01671333
3770	-115497	-115502	4.8807	0.07080775	0.01811641	0.05269135	0.01811641
3780	-115498	-115503	4.87259	0.06845242	0.01452207	0.05393035	0.01452207
3790	-115498	-115503	4.87083	0.06779228	0.01397476	0.05381752	0.01397476
3800	-115497	-115502	4.88426	0.06952528	0.01659085	0.05293443	0.01659085
3810	-115497	-115502	4.88574	0.0704269	0.01871094	0.05171595	0.01871094
3820	-115497	-115502	4.88112	0.07106706	0.0192276	0.05183946	0.0192276
3830	-115497	-115502	4.8871	0.07002853	0.01795674	0.05207178	0.01795674
3840	-115498	-115503	4.89134	0.06829215	0.01605046	0.05224169	0.01605046
3850	-115497	-115502	4.88053	0.07064377	0.017723	0.05292077	0.017723
3860	-115498	-115502	4.87684	0.0715865	0.02039164	0.05119486	0.02039164
3870	-115498	-115502	4.8794	0.06858525	0.01513654	0.0534487	0.01513654
3880	-115499	-115504	4.86569	0.07282234	0.021195	0.05162734	0.021195
3890	-115498	-115503	4.87392	0.07028822	0.01625471	0.05403351	0.01625471
3900	-115497	-115502	4.87832	0.07143787	0.01967261	0.05176526	0.01967261
3910	-115499	-115504	4.87718	0.07128662	0.02122901	0.05005761	0.02122901
3920	-115500	-115505	4.85449	0.07326383	0.02336463	0.0498992	0.02336463
3930	-115498	-115503	4.87586	0.07160081	0.01892261	0.05267821	0.01892261
3940	-115497	-115502	4.88429	0.0699896	0.01726828	0.05272132	0.01726828
3950	-115497	-115502	4.88217	0.0700518	0.01701249	0.05303931	0.01701249
3960	-115497	-115502	4.88261	0.06917312	0.01598472	0.05318839	0.01598472
3970	-115498	-115503	4.88607	0.07046895	0.01959188	0.05087708	0.01959188
3980	-115498	-115503	4.89403	0.0684842	0.01665407	0.05183014	0.01665407
3990	-115500	-115505	4.85462	0.07363878	0.02277968	0.0508591	0.02277968
4000	-115498	-115503	4.89433	0.06867897	0.01699033	0.05168865	0.01699033
4010	-115497	-115502	4.87976	0.07093374	0.01817733	0.05275641	0.01817733
4020	-115498	-115503	4.87256	0.07209938	0.01967165	0.05242773	0.01967165
4030	-115498	-115503	4.87285	0.07208456	0.02029616	0.05178839	0.02029616
4040	-115498	-115503	4.8722	0.07211913	0.02070382	0.05141531	0.02070382
4050	-115499	-115504	4.8675	0.06726615	0.01348329	0.05378286	0.01348329
4060	-115497	-115502	4.88253	0.07059633	0.01808982	0.05250651	0.01808982
4070	-115497	-115502	4.88347	0.07079892	0.01938744	0.05141148	0.01938744
4080	-115498	-115503	4.8736	0.07179349	0.02123942	0.05055407	0.02123942
4090	-115497	-115502	4.878	0.0714219	0.01919391	0.05222799	0.01919391
4100	-115501	-115506	4.87941	0.07077184	0.02150066	0.04927118	0.02150066
4110	-115497	-115502	4.88796	0.06961763	0.01732193	0.0522957	0.01732193
4120	-115497	-115502	4.87704	0.07159278	0.01973156	0.05186122	0.01973156
4130	-115497	-115502	4.88744	0.07024364	0.01882613	0.05141752	0.01882613
4140	-115497	-115502	4.88335	0.06948975	0.01642708	0.05306267	0.01642708
4150	-115497	-115502	4.88435	0.0695423	0.01662492	0.05291739	0.01662492
4160	-115498	-115502	4.87723	0.06959218	0.01585578	0.0537364	0.01585578
4170	-115499	-115504	4.86247	0.06754576	0.01337128	0.05417448	0.01337128
4180	-115498	-115502	4.88639	0.07042867	0.01933718	0.05109149	0.01933718
4190	-115497	-115502	4.87868	0.0713979	0.0197618	0.0516361	0.0197618
4200	-115497	-115502	4.88098	0.07110846	0.01947863	0.05162983	0.01947863
4210	-115497	-115502	4.88985	0.06924719	0.01706257	0.05218462	0.01706257
4220	-115497	-115502	4.88393	0.07061531	0.01861198	0.05200333	0.01861198
4230	-115498	-115503	4.88817	0.06810704	0.01551897	0.05258807	0.01551897
4240	-115497	-115502	4.88348	0.07080379	0.01956819	0.05123561	0.01956819
4250	-115499	-115504	4.87249	0.0718854	0.01868067	0.05320473	0.01868067
4260	-115497	-115502	4.88465	0.070455	0.01835267	0.05210232	0.01835267
4270	-115498	-115503	4.87688	0.07046075	0.01682614	0.05363461	0.01682614
4280	-115497	-115502	4.8828	0.07053857	0.01802257	0.052516	0.01802257
4290	-115499	-115504	4.86197	0.06854991	0.01392184	0.05462808	0.01392184
4300	-115497	-115502	4.88878	0.06987094	0.01805551	0.05181544	0.01805551
4310	-115501	-115506	4.88144	0.07068145	0.02113648	0.04954496	0.02113648
4320	-115499	-115504	4.86351	0.07287943	0.02191149	0.05096794	0.02191149
4330	-115497	-115502	4.88424	0.06998963	0.01725922	0.05273041	0.01725922
4340	-115497	-115502	4.88598	0.06966223	0.01703891	0.05262332	0.01703891
4350	-115498	-115503	4.87588	0.06968993	0.01582102	0.05386891	0.01582102
4360	-115497	-115502	4.88515	0.07007544	0.01758759	0.05248785	0.01758759
4370	-115497	-115502	4.88618	0.06959536	0.01697053	0.05262483	0.01697053
4380	-115499	-115504	4.86829	0.06744085	0.01362219	0.05381866	0.01362219
4390	-115498	-115503	4.87047	0.068379	0.01432925	0.05404975	0.01432925
4400	-115498	-115503	4.87738	0.07108727	0.01795354	0.05313374	0.01795354
4410	-115498	-115503	4.87319	0.0694408	0.01534383	0.05409697	0.01534383
4420	-115500	-115505	4.86868	0.07239383	0.01906797	0.05332586	0.01906797
4430	-115498	-115502	4.89153	0.06882747	0.01672595	0.05210151	0.01672595
4440	-115498	-115503	4.87571	0.07166203	0.0191175	0.05254453	0.0191175
4450	-115497	-115502	4.88178	0.07040255	0.01751768	0.05288487	0.01751768
4460	-115497	-115502	4.89124	0.06906844	0.01703092	0.05203751	0.01703092
4470	-115500	-115505	4.85022	0.06798933	0.01301181	0.05497752	0.01301181
4480	-115498	-115503	4.88637	0.06824845	0.0154711	0.05277734	0.0154711
4490	-115497	-115502	4.88644	0.07036473	0.01881959	0.05154514	0.01881959
4500	-115503	-115508	4.84138	0.07490062	0.02360051	0.05130011	0.02360051
4510	-115497	-115502	4.88163	0.07034618	0.01738991	0.05295627	0.01738991
4520	-115498	-115503	4.88205	0.0709154	0.02030543	0.05060997	0.02030543
4530	-115497	-115502	4.88866	0.06939302	0.01707969	0.05231333	0.01707969
4540	-115498	-115502	4.88919	0.0700252	0.01883173	0.05119348	0.01883173
4550	-115498	-115503	4.87653	0.06829828	0.01468972	0.05360856	0.01468972
4560	-115497	-115502	4.88205	0.07004577	0.01698443	0.05306134	0.01698443
4570	-115499	-115504	4.87914	0.07115924	0.02085931	0.05029992	0.02085931
4580	-115498	-115503	4.87476	0.07186501	0.01987898	0.05198603	0.01987898
4590	-115498	-115503	4.87638	0.07158885	0.0206912	0.05089765	0.0206912
4600	-115497	-115502	4.8808	0.06991134	0.01662396	0.05328738	0.01662396
4610	-115497	-115502	4.88277	0.06934587	0.01618989	0.05315598	0.01618989
4620	-115497	-115502	4.88548	0.06907094	0.01620049	0.05287045	0.01620049
4630	-115497	-115502	4.88202	0.06970242	0.01651916	0.05318326	0.01651916
4640	-115498	-115503	4.87299	0.0692445	0.01515918	0.05408532	0.01515918
4650	-115498	-115503	4.87568	0.06955274	0.01566784	0.05388491	0.01566784
4660	-115499	-115504	4.86048	0.06802488	0.01353102	0.05449386	0.01353102
4670	-115497	-115502	4.87938	0.06939558	0.01587377	0.05352181	0.01587377
4680	-115501	-115506	4.82833	0.06682589	0.01166336	0.05516253	0.01166336
4690	-115497	-115502	4.88633	0.06898226	0.01620256	0.0527797	0.01620256
4700	-115498	-115503	4.87553	0.07173123	0.0205264	0.05120482	0.0205264
4710	-115497	-115502	4.87928	0.07128098	0.01922809	0.05205289	0.01922809
4720	-115498	-115503	4.87966	0.0711629	0.02062929	0.05053361	0.02062929
4730	-115497	-115502	4.88325	0.07073242	0.0187612	0.05197122	0.0187612
4740	-115497	-115502	4.88789	0.06890317	0.01630683	0.05259634	0.01630683
4750	-115499	-115504	4.89536	0.06816896	0.01644905	0.05171991	0.01644905
4760	-115497	-115502	4.88416	0.07062138	0.01874196	0.05187942	0.01874196
4770	-115497	-115502	4.8871	0.07029416	0.01888128	0.05141289	0.01888128
4780	-115497	-115502	4.88244	0.07093134	0.01979283	0.05113851	0.01979283
4790	-115499	-115504	4.87029	0.06982699	0.0154431	0.0543839	0.0154431
4800	-115498	-115503	4.87348	0.07200697	0.02032274	0.05168423	0.02032274
4810	-115499	-115504	4.86603	0.07285902	0.02056184	0.05229718	0.02056184
4820	-115497	-115502	4.88473	0.06984247	0.01710823	0.05273424	0.01710823
4830	-115499	-115504	4.89504	0.06918571	0.01838794	0.05079777	0.01838794
4840	-115498	-115503	4.88685	0.06792579	0.01523563	0.05269017	0.01523563
4850	-115500	-115505	4.84801	0.06799086	0.0129135	0.05507736	0.0129135
4860	-115497	-115502	4.88038	0.06998473	0.01666315	0.05332158	0.01666315
4870	-115497	-115502	4.89031	0.06900566	0.0167806	0.05222506	0.0167806
4880	-115499	-115504	4.88978	0.06997207	0.01949321	0.05047887	0.01949321
4890	-115497	-115502	4.88219	0.07062489	0.01806693	0.05255796	0.01806693
4900	-115497	-115502	4.8836	0.0707392	0.01900215	0.05173705	0.01900215
4910	-115497	-115502	4.88716	0.06944002	0.01689924	0.05254079	0.01689924
4920	-115498	-115502	4.87614	0.07167863	0.01950761	0.05217102	0.01950761
4930	-115498	-115503	4.8754	0.07069098	0.01694178	0.0537492	0.01694178
4940	-115497	-115502	4.88189	0.06941153	0.01616146	0.05325006	0.01616146
4950	-115503	-115508	4.85496	0.07404391	0.02104862	0.05299529	0.02104862
4960	-115498	-115503	4.87419	0.07173346	0.0211835	0.05054996	0.0211835
4970	-115498	-115503	4.8748	0.06808499	0.0144174	0.05366759	0.0144174
4980	-115497	-115502	4.8792	0.07089557	0.01795109	0.05294448	0.01795109
4990	-115497	-115502	4.88444	0.07057957	0.01870215	0.05187742	0.01870215
5000	-115497	-115502	4.88637	0.07040859	0.01904771	0.05136088	0.01904771
5010	-115497	-115502	4.8808	0.07087332	0.01831284	0.05256047	0.01831284
5020	-115500	-115505	4.87019	0.06692782	0.01344535	0.05348248	0.01344535
5030	-115498	-115503	4.88428	0.06840831	0.0154152	0.05299311	0.0154152
5040	-115497	-115502	4.88963	0.06974717	0.01799394	0.05175323	0.01799394
5050	-115497	-115502	4.87863	0.0713255	0.01905761	0.0522679	0.01905761
5060	-115497	-115502	4.88768	0.06934954	0.01685233	0.05249722	0.01685233
5070	-115498	-115503	4.87036	0.07222851	0.02123248	0.05099603	0.02123248
5080	-115498	-115503	4.89043	0.0681773	0.01582449	0.05235282	0.01582449
5090	-115497	-115502	4.88733	0.0702291	0.01868225	0.05154685	0.01868225
5100	-115497	-115502	4.8882	0.06894701	0.01639843	0.05254859	0.01639843
5110	-115497	-115502	4.87989	0.07113861	0.01885338	0.05228523	0.01885338
5120	-115497	-115502	4.88938	0.06950287	0.01740527	0.0520976	0.01740527
5130	-115498	-115503	4.87604	0.07162187	0.01909475	0.05252712	0.01909475
5140	-115497	-115502	4.88812	0.06977293	0.01764924	0.05212369	0.01764924
5150	-115497	-115502	4.88161	0.07103246	0.01988189	0.05115057	0.01988189
5160	-115497	-115502	4.88164	0.07103423	0.01960167	0.05143256	0.01960167
5170	-115497	-115502	4.88161	0.07102802	0.01941547	0.05161255	0.01941547
5180	-115497	-115502	4.88589	0.07040637	0.01869749	0.05170888	0.01869749
5190	-115497	-115502	4.88415	0.07029408	0.01780617	0.05248791	0.01780617
5200	-115499	-115504	4.86343	0.06800543	0.01367774	0.05432769	0.01367774
5210	-115497	-115502	4.8839	0.06933714	0.0163142	0.05302293	0.0163142
5220	-115497	-115502	4.89172	0.06923302	0.01740869	0.05182433	0.01740869
5230	-115498	-115503	4.87494	0.07167136	0.01882166	0.0528497	0.01882166
5240	-115500	-115505	4.86444	0.07232531	0.02263565	0.04968965	0.02263565
5250	-115498	-115503	4.88172	0.07099648	0.02009495	0.05090153	0.02009495
5260	-115497	-115502	4.88328	0.07077063	0.01896512	0.05180551	0.01896512
5270	-115497	-115502	4.88668	0.0703818	0.0191626	0.0512192	0.0191626
5280	-115499	-115504	4.88801	0.07016264	0.01992051	0.05024214	0.01992051
5290	-115497	-115502	4.8796	0.06925034	0.01575163	0.05349872	0.01575163
5300	-115497	-115502	4.88002	0.07101982	0.01849023	0.05252959	0.01849023
5310	-115497	-115502	4.88596	0.06899832	0.01617707	0.05282126	0.01617707
5320	-115499	-115504	4.89703	0.06845443	0.01716704	0.05128739	0.01716704
5330	-115497	-115502	4.88373	0.07068789	0.01881695	0.05187093	0.01881695
5340	-115497	-115502	4.88241	0.06980229	0.01669812	0.05310417	0.01669812
5350	-115497	-115502	4.88342	0.07081094	0.01961025	0.05120069	0.01961025
5360	-115497	-115502	4.87898	0.07136094	0.01971201	0.05164893	0.01971201
5370	-115498	-115503	4.87548	0.07158611	0.01872676	0.05285935	0.01872676
5380	-115497	-115502	4.88546	0.07038203	0.01841763	0.05196439	0.01841763
5390	-115498	-115503	4.87035	0.07235649	0.02060015	0.05175633	0.02060015
5400	-115497	-115502	4.88639	0.06965764	0.01710047	0.05255717	0.01710047
5410	-115497	-115502	4.884	0.06973257	0.01683049	0.05290208	0.01683049
5420	-115499	-115504	4.8851	0.0673352	0.01463714	0.05269806	0.01463714
5430	-115498	-115503	4.87643	0.07132006	0.01825997	0.05306009	0.01825997
5440	-115498	-115503	4.87431	0.06867849	0.0148105	0.05386799	0.0148105
5450	-115498	-115502	4.87836	0.06879942	0.01522785	0.05357157	0.01522785
5460	-115497	-115502	4.88144	0.07016604	0.01706941	0.05309662	0.01706941
5470	-115497	-115502	4.89003	0.06972954	0.01807802	0.05165152	0.01807802
5480	-115497	-115502	4.87849	0.07107578	0.01819275	0.05288303	0.01819275
5490	-115498	-115503	4.87087	0.06893456	0.01475279	0.05418178	0.01475279
5500	-115498	-115502	4.87843	0.07072612	0.01747092	0.0532552	0.01747092
5510	-115498	-115503	4.87289	0.06859699	0.01464633	0.05395066	0.01464633
5520	-115497	-115502	4.89043	0.06950798	0.01765586	0.05185212	0.01765586
5530	-115499	-115504	4.87311	0.067439	0.0138981	0.0535409	0.0138981
5540	-115497	-115502	4.88769	0.06963402	0.01729844	0.05233558	0.01729844
5550	-115498	-115502	4.8769	0.06890257	0.01519216	0.05371041	0.01519216
5560	-115498	-115503	4.88502	0.06825284	0.01534731	0.05290553	0.01534731
5570	-115497	-115502	4.88407	0.07072003	0.01932121	0.05139882	0.01932121
5580	-115497	-115502	4.88291	0.07054057	0.01805521	0.05248535	0.01805521
5590	-115497	-115502	4.87669	0.07163657	0.02002086	0.05161571	0.02002086
5600	-115498	-115502	4.87741	0.06901701	0.01533392	0.05368309	0.01533392
5610	-115497	-115502	4.88582	0.06968925	0.01705353	0.05263572	0.01705353
5620	-115497	-115502	4.88073	0.0687356	0.01537923	0.05335636	0.01537923
5630	-115499	-115503	4.87349	0.0717174	0.0184981	0.05321929	0.0184981
5640	-115499	-115504	4.86863	0.06947675	0.01501077	0.05446598	0.01501077
5650	-115497	-115502	4.88137	0.07094982	0.01877034	0.05217948	0.01877034
5660	-115498	-115503	4.88262	0.06811449	0.01502327	0.05309122	0.01502327
5670	-115501	-115506	4.8628	0.07320176	0.02019744	0.05300433	0.02019744
5680	-115498	-115503	4.89476	0.06903128	0.01776996	0.05126132	0.01776996
5690	-115498	-115502	4.87824	0.06863081	0.0150784	0.05355241	0.0150784
5700	-115497	-115502	4.88502	0.07039585	0.01830144	0.05209441	0.01830144
5710	-115497	-115502	4.88228	0.07095431	0.01963227	0.05132205	0.01963227
5720	-115497	-115502	4.88349	0.07029298	0.01765758	0.05263539	0.01765758
5730	-115498	-115502	4.87959	0.07125807	0.02022032	0.05103774	0.02022032
5740	-115498	-115503	4.87521	0.07097739	0.01734496	0.05363242	0.01734496
5750	-115497	-115502	4.88097	0.06963265	0.01630505	0.0533276	0.01630505
5760	-115499	-115504	4.87321	0.07101449	0.017098	0.05391649	0.017098
5770	-115497	-115502	4.88188	0.07057235	0.01787126	0.05270109	0.01787126
5780	-115497	-115502	4.88812	0.06933806	0.01690613	0.05243194	0.01690613
5790	-115498	-115503	4.86699	0.07261761	0.02137574	0.05124188	0.02137574
5800	-115497	-115502	4.88508	0.06937685	0.01651295	0.0528639	0.01651295
5810	-115498	-115503	4.87687	0.0710983	0.01786586	0.05323244	0.01786586
5820	-115499	-115504	4.8958	0.06883788	0.01762116	0.05121672	0.01762116
5830	-115498	-115503	4.87766	0.07042632	0.0168871	0.05353923	0.0168871
5840	-115499	-115504	4.87066	0.07226073	0.01937723	0.05288349	0.01937723
5850	-115498	-115503	4.87279	0.06900178	0.01494623	0.05405556	0.01494623
5860	-115497	-115502	4.88714	0.070014	0.01793518	0.05207882	0.01793518
5870	-115497	-115502	4.88625	0.06988009	0.01745036	0.05242973	0.01745036
5880	-115497	-115502	4.87923	0.07131879	0.02008833	0.05123046	0.02008833
5890	-115497	-115502	4.88507	0.06917532	0.01627066	0.05290466	0.01627066
5900	-115501	-115506	4.86388	0.07308524	0.02016035	0.05292489	0.02016035
5910	-115497	-115502	4.88863	0.06982959	0.0179059	0.0519237	0.0179059
5920	-115497	-115502	4.88455	0.06963844	0.01678231	0.05285614	0.01678231
5930	-115497	-115502	4.88158	0.06967127	0.01642519	0.05324608	0.01642519
5940	-115497	-115502	4.88614	0.068805	0.01598711	0.05281789	0.01598711
5950	-115497	-115502	4.8854	0.06994984	0.01740687	0.05254298	0.01740687
5960	-115499	-115503	4.89459	0.06840794	0.01664143	0.0517665	0.01664143
5970	-115498	-115503	4.87751	0.06848927	0.01490797	0.0535813	0.01490797
5980	-115501	-115506	4.84668	0.07372597	0.02417214	0.04955383	0.02417214
5990	-115499	-115504	4.87289	0.07050303	0.01638819	0.05411484	0.01638819
6000	-115497	-115502	4.88199	0.07073721	0.0183003	0.05243691	0.0183003
6010	-115497	-115502	4.88765	0.06945063	0.01699511	0.05245552	0.01699511
6020	-115500	-115505	4.86056	0.07337371	0.02147605	0.05189766	0.02147605
6030	-115499	-115503	4.87419	0.07138735	0.01789916	0.05348819	0.01789916
6040	-115497	-115502	4.8804	0.06947231	0.01606187	0.05341044	0.01606187
6050	-115500	-115505	4.8554	0.06884674	0.01373951	0.05510723	0.01373951
6060	-115497	-115502	4.88645	0.06914014	0.01640212	0.05273802	0.01640212
6070	-115498	-115502	4.88442	0.06848698	0.01549852	0.05298846	0.01549852
6080	-115499	-115504	4.86814	0.06986359	0.01529669	0.0545669	0.01529669
6090	-115499	-115504	4.8819	0.07083355	0.02066496	0.05016859	0.02066496
6100	-115498	-115503	4.8931	0.06859933	0.0166619	0.05193743	0.0166619
6110	-115497	-115502	4.88727	0.07029959	0.01908348	0.05121612	0.01908348
6120	-115499	-115504	4.86942	0.06982369	0.015367	0.05445669	0.015367
6130	-115497	-115502	4.87995	0.07124246	0.01967712	0.05156534	0.01967712
6140	-115500	-115505	4.89583	0.06911161	0.01857697	0.05053464	0.01857697
6150	-115499	-115504	4.86669	0.06769339	0.0136771	0.05401629	0.0136771
6160	-115497	-115502	4.88038	0.06987576	0.0165244	0.05335136	0.0165244
6170	-115497	-115502	4.88206	0.06916292	0.01591519	0.05324773	0.01591519
6180	-115497	-115502	4.89003	0.06959747	0.01774871	0.05184876	0.01774871
6190	-115497	-115502	4.87843	0.0714244	0.01966735	0.05175705	0.01966735
6200	-115497	-115502	4.89076	0.06923905	0.0172196	0.05201945	0.0172196
6210	-115497	-115502	4.88496	0.06978957	0.01706336	0.05272622	0.01706336
